family,event,implement,age_class,yr,gender,n_athletes,top10_avg,top10_avg_fmt,rank25_value
Diskos,diskos_1_5kg,"1,5kg",17 år,2021,M,32,44629.0,44.63,25340
Diskos,diskos_1_5kg,"1,5kg",17 år,2022,M,15,38762.0,38.76,
Diskos,diskos_1_5kg,"1,5kg",17 år,2023,M,20,43747.0,43.75,
Diskos,diskos_1_5kg,"1,5kg",17 år,2024,M,17,35703.0,35.70,
Diskos,diskos_1_5kg,"1,5kg",17 år,2025,M,20,38927.0,38.93,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2013,M,21,41431.0,41.43,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2014,M,38,47071.0,47.07,26830
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2015,M,21,43010.0,43.01,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2016,M,17,43874.0,43.87,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2017,M,20,42223.0,42.22,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2018,M,19,39461.0,39.46,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2019,M,20,40780.0,40.78,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2020,M,17,42328.0,42.33,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2021,M,21,44147.0,44.15,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2022,M,22,47754.0,47.75,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2023,M,28,46267.0,46.27,22270
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2024,M,24,45066.0,45.07,
Diskos,diskos_1_75kg,"1,75kg",18/19 år,2025,M,24,44554.0,44.55,
Diskos,diskos_2kg,2kg,Senior,2013,M,55,50064.0,50.06,34080
Diskos,diskos_2kg,2kg,Senior,2014,M,56,48343.0,48.34,33920
Diskos,diskos_2kg,2kg,Senior,2015,M,55,50467.0,50.47,32400
Diskos,diskos_2kg,2kg,Senior,2016,M,44,52111.0,52.11,30650
Diskos,diskos_2kg,2kg,Senior,2017,M,46,50503.0,50.50,28860
Diskos,diskos_2kg,2kg,Senior,2018,M,41,52378.0,52.38,25470
Diskos,diskos_2kg,2kg,Senior,2019,M,48,51140.0,51.14,32720
Diskos,diskos_2kg,2kg,Senior,2020,M,44,51029.0,51.03,34060
Diskos,diskos_2kg,2kg,Senior,2021,M,39,51826.0,51.83,31270
Diskos,diskos_2kg,2kg,Senior,2022,M,45,51585.0,51.59,29280
Diskos,diskos_2kg,2kg,Senior,2023,M,47,53439.0,53.44,28360
Diskos,diskos_2kg,2kg,Senior,2024,M,50,53310.0,53.31,34560
Diskos,diskos_2kg,2kg,Senior,2025,M,60,52441.0,52.44,36710
Slegge,slegge_20kg/110cm,2kg,13 år,2013,F,59,30026.0,30.03,21100
Slegge,slegge_20kg/110cm,2kg,13 år,2014,F,55,33254.0,33.25,22370
Slegge,slegge_20kg/110cm,2kg,13 år,2015,F,48,34832.0,34.83,20650
Slegge,slegge_20kg/110cm,2kg,13 år,2016,F,74,35929.0,35.93,25020
Slegge,slegge_20kg/110cm,2kg,13 år,2017,F,61,34917.0,34.92,24590
Slegge,slegge_20kg/110cm,2kg,13 år,2018,F,55,35870.0,35.87,24060
Slegge,slegge_20kg/110cm,2kg,13 år,2019,F,35,32053.0,32.05,17060
Slegge,slegge_20kg/110cm,2kg,13 år,2020,F,36,33853.0,33.85,18130
Slegge,slegge_20kg/110cm,2kg,13 år,2021,F,36,31551.0,31.55,19760
Slegge,slegge_20kg/110cm,2kg,13 år,2022,F,56,32176.0,32.18,23190
Slegge,slegge_20kg/110cm,2kg,13 år,2023,F,48,35481.0,35.48,21590
Slegge,slegge_20kg/110cm,2kg,13 år,2024,F,57,31197.0,31.20,21150
Slegge,slegge_20kg/110cm,2kg,13 år,2025,F,53,33508.0,33.51,21690
Slegge,slegge_30kg_1195cm,3kg,15 år,2013,F,21,30020.0,30.02,
Slegge,slegge_30kg_1195cm,3kg,15 år,2014,F,20,38171.0,38.17,
Slegge,slegge_30kg_1195cm,3kg,15 år,2015,F,20,35266.0,35.27,
Slegge,slegge_30kg_1195cm,3kg,15 år,2016,F,32,38920.0,38.92,18300
Slegge,slegge_30kg_1195cm,3kg,15 år,2017,F,44,37229.0,37.23,21100
Slegge,slegge_30kg_1195cm,3kg,15 år,2018,F,47,41026.0,41.03,22520
Slegge,slegge_30kg_1195cm,3kg,15 år,2019,F,37,38323.0,38.32,20690
Slegge,slegge_30kg_1195cm,3kg,15 år,2020,F,20,42239.0,42.24,
Slegge,slegge_30kg_1195cm,3kg,15 år,2021,F,16,36982.0,36.98,
Slegge,slegge_30kg_1195cm,3kg,15 år,2022,F,22,36823.0,36.82,
Slegge,slegge_30kg_1195cm,3kg,15 år,2023,F,30,37240.0,37.24,20310
Slegge,slegge_30kg_1195cm,3kg,15 år,2024,F,45,41049.0,41.05,22370
Slegge,slegge_30kg_1195cm,3kg,15 år,2025,F,26,37813.0,37.81,17510
Slegge,slegge_30kg_1195cm,3kg,17 år,2013,F,6,46660.0,46.66,
Slegge,slegge_30kg_1195cm,3kg,17 år,2014,F,10,36014.0,36.01,
Slegge,slegge_30kg_1195cm,3kg,17 år,2015,F,7,40884.3,40.88,
Slegge,slegge_30kg_1195cm,3kg,17 år,2016,F,12,41790.0,41.79,
Slegge,slegge_30kg_1195cm,3kg,17 år,2017,F,15,37369.0,37.37,
Slegge,slegge_30kg_1195cm,3kg,17 år,2018,F,14,44060.0,44.06,
Slegge,slegge_30kg_1195cm,3kg,17 år,2019,F,13,40851.0,40.85,
Slegge,slegge_30kg_1195cm,3kg,17 år,2020,F,16,48330.0,48.33,
Slegge,slegge_30kg_1195cm,3kg,17 år,2021,F,16,43628.0,43.63,
Slegge,slegge_30kg_1195cm,3kg,17 år,2022,F,11,40099.0,40.10,
Slegge,slegge_30kg_1195cm,3kg,17 år,2023,F,8,45383.8,45.38,
Slegge,slegge_30kg_1195cm,3kg,17 år,2024,F,11,39126.0,39.13,
Slegge,slegge_30kg_1195cm,3kg,17 år,2025,F,17,47003.0,47.00,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2013,F,16,40780.0,40.78,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2014,F,19,44761.0,44.76,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2015,F,15,44750.0,44.75,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2016,F,13,39206.0,39.21,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2017,F,12,36087.0,36.09,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2018,F,12,35863.0,35.86,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2019,F,14,38098.0,38.10,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2020,F,16,45071.0,45.07,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2021,F,16,47855.0,47.85,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2022,F,16,48354.0,48.35,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2023,F,13,43167.0,43.17,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2024,F,16,44167.0,44.17,
Slegge,slegge_40kg/1195cm,4kg,18/19 år,2025,F,15,45414.0,45.41,
Slegge,slegge_40kg/1195cm,4kg,Senior,2013,F,21,51588.0,51.59,
Slegge,slegge_40kg/1195cm,4kg,Senior,2014,F,26,57844.0,57.84,30500
Slegge,slegge_40kg/1195cm,4kg,Senior,2015,F,27,58436.0,58.44,24510
Slegge,slegge_40kg/1195cm,4kg,Senior,2016,F,31,58798.0,58.80,31660
Slegge,slegge_40kg/1195cm,4kg,Senior,2017,F,27,58169.0,58.17,24230
Slegge,slegge_40kg/1195cm,4kg,Senior,2018,F,26,55773.0,55.77,13900
Slegge,slegge_40kg/1195cm,4kg,Senior,2019,F,23,53867.0,53.87,
Slegge,slegge_40kg/1195cm,4kg,Senior,2020,F,15,47807.0,47.81,
Slegge,slegge_40kg/1195cm,4kg,Senior,2021,F,20,51572.0,51.57,
Slegge,slegge_40kg/1195cm,4kg,Senior,2022,F,16,51937.0,51.94,
Slegge,slegge_40kg/1195cm,4kg,Senior,2023,F,27,55842.0,55.84,30890
Slegge,slegge_40kg/1195cm,4kg,Senior,2024,F,28,57439.0,57.44,31260
Slegge,slegge_40kg/1195cm,4kg,Senior,2025,F,28,56441.0,56.44,31940
Slegge,slegge_30kg_1195cm,3kg,13 år,2013,M,33,32332.0,32.33,17560
Slegge,slegge_30kg_1195cm,3kg,13 år,2014,M,42,35944.0,35.94,20060
Slegge,slegge_30kg_1195cm,3kg,13 år,2015,M,32,28481.0,28.48,13740
Slegge,slegge_30kg_1195cm,3kg,13 år,2016,M,53,32849.0,32.85,20220
Slegge,slegge_30kg_1195cm,3kg,13 år,2017,M,58,30946.0,30.95,22990
Slegge,slegge_30kg_1195cm,3kg,13 år,2018,M,45,31227.0,31.23,19930
Slegge,slegge_30kg_1195cm,3kg,13 år,2019,M,51,30931.0,30.93,19620
Slegge,slegge_30kg_1195cm,3kg,13 år,2020,M,32,28333.0,28.33,14830
Slegge,slegge_30kg_1195cm,3kg,13 år,2021,M,49,28549.0,28.55,19790
Slegge,slegge_30kg_1195cm,3kg,13 år,2022,M,48,29633.0,29.63,19030
Slegge,slegge_30kg_1195cm,3kg,13 år,2023,M,30,28919.0,28.92,13160
Slegge,slegge_30kg_1195cm,3kg,13 år,2024,M,45,26760.0,26.76,16860
Slegge,slegge_30kg_1195cm,3kg,13 år,2025,M,47,33229.0,33.23,18160
Slegge,slegge_40kg/1195cm,4kg,15 år,2013,M,21,42007.0,42.01,
Slegge,slegge_40kg/1195cm,4kg,15 år,2014,M,13,31471.0,31.47,
Slegge,slegge_40kg/1195cm,4kg,15 år,2015,M,22,44867.0,44.87,
Slegge,slegge_40kg/1195cm,4kg,15 år,2016,M,18,40882.0,40.88,
Slegge,slegge_40kg/1195cm,4kg,15 år,2017,M,19,38195.0,38.20,
Slegge,slegge_40kg/1195cm,4kg,15 år,2018,M,31,42677.0,42.68,18930
Slegge,slegge_40kg/1195cm,4kg,15 år,2019,M,27,45965.0,45.97,20750
Slegge,slegge_40kg/1195cm,4kg,15 år,2020,M,15,43432.0,43.43,
Slegge,slegge_40kg/1195cm,4kg,15 år,2021,M,25,43170.0,43.17,14210
Slegge,slegge_40kg/1195cm,4kg,15 år,2022,M,17,37891.0,37.89,
Slegge,slegge_40kg/1195cm,4kg,15 år,2023,M,17,40289.0,40.29,
Slegge,slegge_40kg/1195cm,4kg,15 år,2024,M,13,35476.0,35.48,
Slegge,slegge_40kg/1195cm,4kg,15 år,2025,M,15,36515.0,36.52,
Slegge,slegge_50kg/120cm,5kg,17 år,2013,M,7,45641.4,45.64,
Slegge,slegge_50kg/120cm,5kg,17 år,2014,M,8,29786.3,29.79,
Slegge,slegge_50kg/120cm,5kg,17 år,2015,M,7,43285.7,43.29,
Slegge,slegge_50kg/120cm,5kg,17 år,2016,M,7,32580.0,32.58,
Slegge,slegge_50kg/120cm,5kg,17 år,2017,M,14,45916.0,45.92,
Slegge,slegge_50kg/120cm,5kg,17 år,2018,M,6,46573.3,46.57,
Slegge,slegge_50kg/120cm,5kg,17 år,2019,M,10,29676.0,29.68,
Slegge,slegge_50kg/120cm,5kg,17 år,2020,M,4,45865.0,45.87,
Slegge,slegge_50kg/120cm,5kg,17 år,2021,M,19,48473.0,48.47,
Slegge,slegge_50kg/120cm,5kg,17 år,2022,M,12,41662.0,41.66,
Slegge,slegge_50kg/120cm,5kg,17 år,2023,M,15,46997.0,47.00,
Slegge,slegge_50kg/120cm,5kg,17 år,2024,M,8,38716.3,38.72,
Slegge,slegge_50kg/120cm,5kg,17 år,2025,M,7,45604.3,45.60,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2013,M,8,47002.5,47.00,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2014,M,14,55552.0,55.55,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2015,M,9,47192.2,47.19,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2016,M,8,36287.5,36.29,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2017,M,5,47504.0,47.50,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2018,M,9,44442.2,44.44,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2019,M,13,50784.0,50.78,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2020,M,9,35134.4,35.13,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2021,M,7,33700.0,33.70,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2022,M,11,51008.0,51.01,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2023,M,16,54410.0,54.41,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2024,M,15,45967.0,45.97,
Slegge,slegge_60kg/1215cm,6kg,18/19 år,2025,M,11,45596.0,45.60,
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2013,M,25,55941.0,55.94,17750
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2014,M,30,57172.0,57.17,23440
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2015,M,23,58915.0,58.91,
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2016,M,24,60624.0,60.62,
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2017,M,28,62449.0,62.45,20800
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2018,M,27,60539.0,60.54,15050
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2019,M,27,61116.0,61.12,16000
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2020,M,25,63045.0,63.05,11580
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2021,M,21,64334.0,64.33,
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2022,M,18,58359.0,58.36,
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2023,M,19,60182.0,60.18,
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2024,M,20,61724.0,61.72,
Slegge,slegge_726kg/1215cm,"7,26kg",Senior,2025,M,20,59244.0,59.24,
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2013,F,100,1017.4,10.17,1100
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2014,F,93,990.2,9.90,1079
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2015,F,91,1001.0,10.01,1099
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2016,F,108,991.4,9.91,1087
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2017,F,87,1004.8,10.05,1118
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2018,F,92,1018.6,10.19,1100
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2019,F,76,997.7,9.98,1132
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2020,F,58,1007.0,10.07,1161
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2021,F,50,1040.0,10.40,1198
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2022,F,88,1022.3,10.22,1113
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2023,F,80,1002.8,10.03,1121
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2024,F,36,1054.6,10.55,1274
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2025,F,3,1114.0,11.14,
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2013,F,36,1229.1,12.29,1483
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2014,F,31,1237.9,12.38,1429
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2015,F,29,1245.8,12.46,1514
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2016,F,37,1210.2,12.10,1366
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2017,F,37,1244.7,12.45,1477
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2018,F,36,1215.9,12.16,1422
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2019,F,35,1255.1,12.55,1423
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2020,F,30,1249.2,12.49,1402
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2021,F,34,1231.1,12.31,1524
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2022,F,26,1243.8,12.44,1695
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2023,F,24,1271.5,12.71,
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2024,F,35,1245.0,12.45,1525
Sprinthekk,80mh_76_2cm,"80m/76,2",15 år,2025,F,28,1224.0,12.24,1667
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2013,F,11,1517.4,15.17,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2014,F,12,1581.7,15.82,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2015,F,9,1535.3,15.35,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2016,F,20,1441.0,14.41,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2017,F,17,1512.9,15.13,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2018,F,19,1436.5,14.37,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2019,F,23,1487.5,14.88,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2020,F,13,1479.8,14.80,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2021,F,18,1554.9,15.55,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2022,F,13,1533.2,15.33,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2023,F,9,1555.0,15.55,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2024,F,12,1484.6,14.85,
Sprinthekk,100mh_76_2cm,"100m/76,2",17 år,2025,F,14,1582.4,15.82,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2013,F,17,1469.8,14.70,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2014,F,19,1476.8,14.77,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2015,F,13,1516.8,15.17,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2016,F,11,1510.4,15.10,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2017,F,22,1438.9,14.39,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2018,F,22,1453.0,14.53,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2019,F,18,1456.6,14.57,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2020,F,12,1473.4,14.73,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2021,F,14,1420.0,14.20,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2022,F,15,1500.5,15.01,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2023,F,14,1474.7,14.75,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2024,F,14,1447.8,14.48,
Sprinthekk,100mh_84cm,100m/84,18/19 år,2025,F,11,1484.8,14.85,
Sprinthekk,100mh_84cm,100m/84,Senior,2013,F,21,1382.9,13.83,
Sprinthekk,100mh_84cm,100m/84,Senior,2014,F,22,1383.7,13.84,
Sprinthekk,100mh_84cm,100m/84,Senior,2015,F,17,1377.8,13.78,
Sprinthekk,100mh_84cm,100m/84,Senior,2016,F,16,1378.2,13.78,
Sprinthekk,100mh_84cm,100m/84,Senior,2017,F,16,1410.0,14.10,
Sprinthekk,100mh_84cm,100m/84,Senior,2018,F,12,1424.8,14.25,
Sprinthekk,100mh_84cm,100m/84,Senior,2019,F,16,1406.0,14.06,
Sprinthekk,100mh_84cm,100m/84,Senior,2020,F,9,1437.4,14.37,
Sprinthekk,100mh_84cm,100m/84,Senior,2021,F,20,1377.5,13.78,
Sprinthekk,100mh_84cm,100m/84,Senior,2022,F,16,1379.7,13.80,
Sprinthekk,100mh_84cm,100m/84,Senior,2023,F,18,1354.6,13.55,
Sprinthekk,100mh_84cm,100m/84,Senior,2024,F,19,1366.2,13.66,
Sprinthekk,100mh_84cm,100m/84,Senior,2025,F,23,1340.8,13.41,
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2013,M,71,1014.9,10.15,1100
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2014,M,64,951.2,9.51,1170
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2015,M,54,1001.9,10.02,1127
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2016,M,63,984.3,9.84,1093
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2017,M,63,991.5,9.91,1147
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2018,M,66,965.8,9.66,1064
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2019,M,65,1000.7,10.01,1106
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2020,M,48,1001.3,10.01,1140
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2021,M,63,996.9,9.97,1117
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2022,M,55,983.3,9.83,1129
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2023,M,69,1004.8,10.05,1144
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2024,M,58,994.8,9.95,1133
Sprinthekk,60mh_76_2cm,"60m/76,2",13 år,2025,M,64,998.8,9.99,1112
Sprinthekk,100mh_84cm,100m/84,15 år,2013,M,2,1540.0,15.40,
Sprinthekk,100mh_84cm,100m/84,15 år,2014,M,15,1506.3,15.06,
Sprinthekk,100mh_84cm,100m/84,15 år,2015,M,16,1507.7,15.08,
Sprinthekk,100mh_84cm,100m/84,15 år,2016,M,27,1405.3,14.05,2047
Sprinthekk,100mh_84cm,100m/84,15 år,2017,M,21,1477.9,14.78,
Sprinthekk,100mh_84cm,100m/84,15 år,2018,M,18,1462.4,14.62,
Sprinthekk,100mh_84cm,100m/84,15 år,2019,M,15,1566.0,15.66,
Sprinthekk,100mh_84cm,100m/84,15 år,2020,M,22,1430.7,14.31,
Sprinthekk,100mh_84cm,100m/84,15 år,2021,M,23,1463.7,14.64,
Sprinthekk,100mh_84cm,100m/84,15 år,2022,M,26,1448.8,14.49,2247
Sprinthekk,100mh_84cm,100m/84,15 år,2023,M,25,1466.9,14.67,2010
Sprinthekk,100mh_84cm,100m/84,15 år,2024,M,21,1424.5,14.24,
Sprinthekk,100mh_84cm,100m/84,15 år,2025,M,20,1547.5,15.47,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2013,M,10,1554.6,15.55,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2014,M,6,1597.5,15.97,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2015,M,4,1603.3,16.03,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2016,M,14,1633.5,16.34,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2017,M,11,1683.7,16.84,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2018,M,11,1574.1,15.74,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2019,M,11,1569.4,15.69,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2020,M,10,1578.5,15.79,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2021,M,16,1559.4,15.59,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2022,M,9,1577.4,15.77,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2023,M,11,1511.2,15.11,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2024,M,12,1523.7,15.24,
Sprinthekk,110mh_91_4cm,"110m/91,4",17 år,2025,M,10,1626.6,16.27,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2013,M,13,1585.7,15.86,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2014,M,12,1572.4,15.72,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2015,M,10,1657.7,16.58,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2016,M,7,1572.4,15.72,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2017,M,10,1548.8,15.49,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2018,M,10,1624.0,16.24,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2019,M,13,1520.6,15.21,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2020,M,10,1521.4,15.21,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2021,M,10,1631.7,16.32,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2022,M,9,1569.3,15.69,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2023,M,11,1571.3,15.71,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2024,M,15,1434.5,14.35,
Sprinthekk,110mh_100cm,110m/100,18/19 år,2025,M,18,1467.7,14.68,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2013,M,12,1585.2,15.85,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2014,M,8,1573.8,15.74,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2015,M,9,1628.6,16.29,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2016,M,7,1688.4,16.88,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2017,M,15,1654.3,16.54,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2018,M,6,1551.2,15.51,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2019,M,10,1751.8,17.52,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2020,M,10,1689.6,16.90,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2021,M,10,1556.0,15.56,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2022,M,14,1496.2,14.96,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2023,M,15,1588.4,15.88,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2024,M,12,1547.3,15.47,
Sprinthekk,110mh_106_7cm,"110m/106,7",Senior,2025,M,15,1505.8,15.06,
